voter_age,vote_hour,time_taken_seconds,device_type,failed_login_attempts,is_fraud
61,19,125,1,0,0
54,11,287,1,0,0
46,16,270,1,1,0
51,20,249,3,0,0
76,7,296,2,1,0
60,23,265,0,0,0
50,22,279,0,0,0
36,22,235,1,1,0
25,23,150,0,0,0
48,23,50,0,1,0
28,14,191,3,0,0
25,16,187,0,2,0
42,1,190,1,5,0
37,9,12,0,0,0
55,23,262,0,1,0
24,0,32,0,0,0
94,12,136,0,0,0
56,11,22,0,0,0
91,14,95,1,0,0
89,9,9,2,0,0
37,1,43,3,0,1
28,21,3,0,0,1
33,14,192,0,0,0
59,19,73,1,2,0
69,9,195,0,0,0
54,22,196,1,0,0
69,1,6,1,0,0
26,12,233,3,0,0
52,9,201,0,0,0
84,16,249,0,2,0
24,15,28,1,0,0
19,14,298,0,3,0
42,11,216,3,0,0
93,8,190,0,0,0
58,11,98,1,0,0
92,20,156,0,0,0
69,11,146,0,3,0
94,18,226,0,0,0
82,21,284,0,0,0
94,16,146,0,0,0
55,15,230,1,2,0
84,9,94,0,2,0
59,23,116,1,0,0
88,9,209,2,0,0
71,19,12,2,0,0
84,1,231,0,3,0
81,19,201,0,0,0
21,0,208,1,0,0
48,15,223,1,0,0
30,9,7,0,0,0
44,14,203,2,0,0
76,23,99,0,0,0
82,14,196,0,0,0
81,5,79,0,0,0
42,16,193,0,0,0
54,12,246,1,0,0
92,0,249,0,0,0
90,17,187,1,5,0
88,22,19,1,2,0
31,1,244,1,1,0
41,2,151,1,0,0
84,10,234,3,0,0
65,0,171,1,0,0
82,5,7,0,0,0
55,15,46,0,5,0
87,14,174,0,1,0
76,8,159,1,0,0
29,11,78,1,0,0
71,9,121,0,0,0
68,23,116,2,0,0
55,6,278,1,1,0
63,9,65,0,0,0
27,6,285,3,0,0
26,5,211,0,0,0
69,12,230,0,0,0
68,10,121,1,0,0
39,23,270,0,0,0
90,7,6,0,0,0
89,4,92,1,1,0
85,2,65,0,0,0
22,3,130,1,0,0
46,3,60,1,1,0
23,8,160,0,0,0
86,0,79,1,0,0
75,14,59,1,0,0
60,12,10,0,0,0
86,4,210,0,1,0
89,17,31,1,0,0
54,4,124,1,0,0
75,10,44,1,2,0
54,20,198,1,2,0
43,2,225,2,0,0
59,3,59,1,0,0
33,6,190,0,0,0
39,3,261,0,1,0
40,2,276,0,0,0
64,9,26,1,1,0
84,19,145,0,0,0
20,10,42,2,1,0
29,17,125,0,0,0
40,0,169,0,3,0
28,20,244,0,0,0
69,8,82,0,0,0
67,16,143,0,1,0
74,11,107,2,0,0
81,0,289,0,1,0
63,23,208,0,0,0
46,22,130,0,0,0
87,6,195,0,1,0
63,13,84,0,0,0
33,8,2,2,2,1
68,11,128,1,0,0
28,20,152,2,0,0
28,7,150,3,0,0
80,6,65,0,1,0
70,13,31,0,0,0
75,1,269,1,0,0
36,1,101,1,0,0
49,19,53,1,2,0
67,16,40,1,2,0
89,9,283,0,2,0
72,20,101,0,0,0
93,4,296,1,1,0
58,0,100,0,0,0
87,4,125,0,3,0
38,3,113,0,0,0
43,11,64,1,0,0
18,13,292,1,0,0
44,10,167,0,0,0
67,20,257,0,1,0
83,3,176,0,0,0
82,8,106,1,3,0
27,2,122,0,0,0
54,2,66,2,0,0
86,2,151,1,0,0
58,6,244,1,0,0
63,0,115,1,0,0
94,12,35,1,0,0
62,3,193,0,0,0
44,11,148,0,0,0
82,7,187,1,0,0
25,18,102,0,0,0
84,23,175,1,1,0
66,5,49,0,0,0
31,9,280,0,0,0
79,12,224,0,0,0
60,2,93,1,0,0
44,8,133,0,0,0
44,9,268,1,0,0
85,12,66,2,0,0
92,15,166,0,0,0
65,22,60,0,2,0
84,7,70,0,0,0
42,10,221,1,0,0
81,1,196,0,0,0
41,18,202,1,2,0
26,22,62,1,3,0
25,1,256,1,0,0
76,5,163,1,1,0
34,15,257,0,0,0
60,15,297,2,0,0
85,6,151,2,2,0
21,10,115,1,0,0
25,15,20,1,1,0
59,5,267,0,0,0
66,4,105,1,0,0
23,8,89,0,0,0
90,2,185,1,0,0
59,20,117,1,2,0
89,20,114,0,0,0
49,7,62,1,0,0
32,7,127,1,0,0
86,16,34,1,0,0
44,5,118,1,3,0
83,11,6,1,1,0
76,5,73,0,1,0
45,14,94,1,2,0
41,10,283,0,3,0
68,9,137,0,0,0
38,1,74,1,0,0
48,20,38,1,0,0
92,5,34,1,0,0
67,18,55,1,0,0
57,16,164,0,4,0
85,8,289,0,1,0
33,1,48,3,2,1
93,3,173,0,0,0
80,8,180,2,3,0
73,7,6,0,3,0
41,3,16,0,2,0
45,0,171,0,1,0
48,10,225,0,0,0
32,10,193,0,0,0
59,6,182,0,1,0
67,17,214,0,0,0
22,7,178,3,0,0
65,14,125,1,0,0
30,9,98,1,0,0
49,13,162,0,0,0
84,1,37,1,3,0
47,9,248,0,1,0
23,18,279,0,0,0
42,14,123,3,0,0
45,21,146,0,0,0
79,19,110,2,0,0
39,1,133,0,0,0
85,16,276,0,1,0
32,2,183,0,1,0
43,3,194,1,0,0
80,4,260,1,0,0
35,11,27,1,0,0
90,20,162,1,2,0
80,22,117,1,0,0
79,23,199,0,0,0
85,18,285,0,0,0
65,11,40,1,1,0
67,4,55,0,0,0
80,22,169,3,3,0
86,14,267,1,0,0
23,17,201,2,1,0
75,18,231,0,0,0
68,22,41,0,0,0
29,2,134,0,1,0
64,1,64,0,0,0
26,10,14,0,0,0
24,13,232,0,2,0
46,20,79,1,0,0
68,4,179,0,0,0
72,12,247,0,0,0
76,7,113,0,1,0
73,5,74,0,2,0
39,11,250,0,1,0
35,6,47,0,0,0
75,10,85,1,0,0
57,7,198,0,0,0
48,8,103,1,2,0
73,3,258,1,0,0
52,4,219,1,0,0
43,3,249,3,0,1
85,11,76,0,0,0
51,17,131,2,1,0
93,14,153,0,0,0
33,7,24,0,0,0
59,10,63,1,0,0
22,13,161,0,1,0
78,6,267,0,0,0
61,15,6,1,1,0
52,22,116,0,0,0
18,7,50,0,0,0
60,10,197,1,0,0
49,0,108,0,0,0
80,16,76,0,3,0
50,6,85,0,4,0
94,17,114,0,0,0
83,11,239,0,0,0
47,19,192,1,1,0
27,21,79,0,0,0
40,20,185,0,0,0
56,4,273,1,0,0
62,5,278,0,0,0
46,22,279,2,0,0
47,1,230,1,4,0
51,11,46,0,0,0
69,10,49,1,3,0
39,3,198,0,0,0
22,6,112,0,0,0
28,4,230,3,0,1
49,10,126,1,0,0
41,15,275,2,1,0
28,9,260,0,0,0
28,8,72,2,2,0
34,5,220,2,2,0
49,12,291,1,1,0
44,3,154,1,5,0
49,10,160,0,1,0
78,10,150,1,2,0
42,15,51,1,0,0
81,19,117,1,5,0
81,18,212,1,0,0
45,5,14,3,0,0
57,23,1,0,0,1
31,16,171,1,0,0
59,17,23,0,0,0
56,3,284,0,0,0
19,22,150,0,0,0
18,17,177,1,0,0
49,10,123,0,0,0
81,11,164,1,3,0
48,9,288,1,0,0
75,23,211,0,1,0
31,2,247,1,0,0
86,14,145,1,0,0
33,17,181,0,0,0
86,15,298,0,4,0
71,6,114,0,1,0
30,10,182,0,4,0
48,9,62,1,5,0
86,8,24,0,1,0
38,19,57,1,0,0
47,17,83,0,0,0
40,20,115,0,4,0
55,12,83,2,1,0
46,22,115,1,0,0
94,9,76,2,0,0
49,20,160,0,0,0
79,11,153,2,0,0
62,12,64,0,0,0
66,20,224,0,0,0
50,21,4,1,0,1
21,4,167,1,1,0
35,23,130,1,5,0
87,11,199,1,0,0
81,3,84,1,0,0
45,2,36,0,2,0
75,13,188,0,0,0
73,2,17,0,0,0
37,1,86,0,1,0
94,7,251,0,1,0
51,6,104,2,2,0
27,21,249,0,0,0
39,1,296,1,0,0
22,17,206,1,0,0
61,16,266,1,0,0
26,13,210,0,0,0
60,11,163,2,1,0
21,17,299,0,2,0
59,16,20,3,4,0
82,15,208,1,1,0
58,9,39,1,0,0
81,3,50,0,2,0
72,1,92,0,0,0
35,4,198,0,4,0
33,13,201,1,0,0
63,9,176,1,0,0
53,7,291,1,0,0
83,0,150,1,0,0
61,8,46,1,3,0
22,22,89,3,0,0
46,20,228,1,0,0
21,4,263,1,0,0
66,8,15,0,0,0
89,8,165,3,0,0
25,17,74,1,0,0
69,23,109,1,0,0
86,4,269,1,0,0
38,15,147,0,0,0
44,1,279,1,0,0
55,3,55,0,0,0
22,20,10,1,0,0
78,22,184,0,0,0
25,17,116,1,0,0
35,4,185,2,0,0
21,7,46,0,0,0
21,11,56,0,3,0
54,13,109,1,0,0
32,16,274,3,0,0
55,11,68,2,3,0
44,23,132,0,0,0
65,1,143,3,0,1
63,3,159,1,0,0
63,10,258,0,0,0
65,11,204,3,0,0
76,18,62,1,2,0
21,1,161,1,3,0
92,9,252,3,0,0
36,9,148,1,1,0
74,1,253,0,0,0
36,21,24,0,0,0
59,18,142,1,1,0
22,19,49,0,3,0
65,3,101,0,0,0
42,17,157,2,1,0
84,19,149,0,0,0
43,17,288,1,3,0
91,13,187,0,0,0
79,19,128,1,4,0
24,12,53,3,0,0
61,23,87,0,0,0
44,14,221,0,0,0
59,14,206,0,1,0
90,19,63,1,0,0
73,3,199,3,0,1
20,14,151,0,0,0
30,13,81,0,1,0
87,6,34,1,4,0
76,16,224,3,0,0
55,22,42,0,3,0
85,8,237,1,0,0
86,3,212,1,0,0
18,17,200,0,0,0
67,12,88,0,4,0
90,14,283,1,0,0
26,3,96,1,0,0
70,17,135,0,3,0
27,9,12,2,0,0
94,6,112,0,5,0
46,5,135,0,0,0
53,12,132,0,5,0
44,17,46,0,1,0
35,21,189,0,1,0
35,8,208,1,0,0
26,10,40,0,0,0
84,15,290,0,0,0
24,7,283,1,0,0
75,4,1,0,0,1
47,14,149,1,0,0
90,1,288,1,1,0
78,4,203,2,1,0
34,9,215,1,4,0
70,18,188,0,0,0
23,13,68,1,0,0
56,12,130,3,0,0
42,13,197,0,0,0
59,3,138,1,1,0
59,6,73,1,0,0
76,17,3,0,0,1
55,5,287,0,0,0
48,14,99,0,0,0
46,10,135,0,0,0
26,16,272,0,0,0
18,9,16,0,0,0
89,15,103,1,0,0
64,18,269,1,1,0
93,10,236,1,0,0
27,6,189,3,0,0
33,20,212,0,0,0
64,23,173,0,0,0
60,22,248,0,0,0
41,22,196,1,0,0
25,13,152,0,0,0
92,0,224,0,2,0
43,16,86,1,0,0
24,21,188,2,2,0
32,12,126,0,0,0
65,7,188,1,1,0
20,18,261,0,0,0
33,23,121,2,1,0
31,7,160,1,2,0
92,16,249,0,0,0
20,4,88,1,0,0
90,10,136,1,0,0
87,13,210,1,1,0
48,9,236,1,2,0
92,11,73,2,0,0
34,2,117,0,0,0
66,8,199,0,0,0
20,10,276,1,0,0
72,8,252,2,0,0
89,0,139,0,1,0
57,17,212,0,0,0
83,2,258,2,1,0
57,13,97,0,5,0
47,3,159,1,0,0
42,4,227,1,0,0
24,20,266,2,0,0
67,9,59,0,0,0
18,4,230,0,3,0
61,2,114,0,0,0
66,21,135,2,0,0
24,19,293,1,0,0
20,8,269,1,0,0
18,11,3,2,0,1
68,1,295,0,2,0
55,10,279,1,0,0
60,0,20,0,2,0
72,22,290,1,0,0
74,15,260,1,1,0
70,2,109,0,0,0
50,12,170,2,0,0
79,14,129,0,0,0
28,0,87,0,0,0
89,22,230,0,5,0
69,23,174,2,1,0
18,15,159,0,0,0
31,14,66,1,0,0
38,5,254,0,0,0
51,21,149,0,0,0
31,14,194,1,0,0
57,19,292,3,1,0
52,17,101,1,1,0
59,16,16,0,0,0
37,13,216,0,3,0
77,21,216,0,2,0
26,17,39,2,1,0
50,16,11,3,1,0
66,0,30,0,0,0
85,13,168,0,0,0
21,6,178,0,1,0
65,0,200,1,0,0
33,2,21,1,0,0
64,10,291,0,0,0
43,17,124,0,1,0
87,13,129,0,0,0
54,2,31,1,3,0
39,1,59,1,3,0
24,19,230,0,1,0
59,14,18,0,1,0
47,6,293,0,0,0
91,12,121,2,5,0
23,3,138,1,0,0
41,7,279,1,0,0
83,20,19,0,0,0
57,1,298,0,0,0
32,12,222,0,0,0
70,3,297,0,0,0
22,12,190,3,0,0
53,15,299,0,0,0
91,11,210,0,0,0
63,12,267,0,0,0
40,22,130,0,0,0
62,0,92,0,0,0
27,22,24,0,0,0
71,2,77,1,0,0
87,22,143,0,0,0
94,2,213,1,2,0
49,11,103,0,0,0
60,23,2,1,0,1
32,3,138,0,1,0
83,0,210,0,0,0
32,16,179,1,0,0
37,19,240,0,0,0
67,8,76,0,0,0
23,4,274,1,1,0
34,20,117,1,0,0
43,2,195,1,3,0
39,20,276,0,0,0
90,6,291,0,0,0
81,2,94,1,4,0
93,4,271,0,0,0
75,11,146,0,0,0
54,2,10,0,0,0
89,0,43,0,1,0
45,21,104,0,0,0
66,2,298,1,0,0
90,15,284,1,3,0
84,17,57,0,0,0
93,2,225,1,3,0
84,4,209,0,0,0
58,4,141,1,0,0
63,8,19,0,0,0
72,11,39,0,0,0
28,15,79,2,4,0
43,8,293,1,0,0
89,17,267,0,0,0
30,21,97,0,3,0
53,10,204,0,0,0
81,21,209,1,0,0
68,16,186,2,0,0
93,0,176,2,1,0
39,2,47,0,1,0
77,4,147,0,0,0
19,21,119,0,0,0
73,0,66,0,2,0
57,14,16,1,1,0
45,16,193,1,0,0
94,3,23,2,3,0
20,21,266,0,3,0
80,23,84,0,0,0
40,22,268,1,0,0
72,13,41,1,1,0
49,1,119,0,0,0
45,3,56,1,0,0
25,4,206,1,1,0
20,23,37,1,0,0
70,6,154,0,0,0
46,3,207,1,0,0
76,7,258,1,0,0
41,10,257,1,0,0
55,7,87,0,0,0
45,3,259,1,0,0
79,10,3,0,1,1
68,11,157,1,1,0
24,1,22,0,0,0
40,14,14,0,0,0
63,13,57,0,0,0
45,18,191,1,0,0
41,20,76,0,0,0
24,16,173,0,0,0
66,15,160,0,0,0
20,4,132,0,0,0
19,19,262,3,1,0
24,20,38,0,0,0
38,0,150,1,0,0
26,9,295,1,1,0
29,6,20,0,0,0
41,9,8,2,0,0
50,15,283,1,3,0
60,4,152,0,4,0
22,18,91,1,0,0
88,5,84,0,0,0
31,11,106,0,0,0
53,5,202,3,0,0
52,9,203,0,0,0
67,9,65,2,2,0
28,12,217,1,0,0
41,18,76,1,0,0
92,16,61,3,2,0
61,15,81,2,5,0
68,3,127,2,3,0
34,19,210,0,0,0
87,2,90,0,0,0
25,4,71,0,1,0
91,12,252,0,0,0
45,13,140,0,0,0
29,8,141,1,0,0
60,8,196,1,0,0
54,7,270,1,0,0
80,9,247,1,0,0
80,21,104,1,0,0
27,19,223,1,0,0
54,17,93,1,3,0
28,11,268,1,0,0
36,12,197,0,0,0
69,15,269,1,3,0
35,2,186,1,0,0
49,8,55,3,0,0
40,15,86,0,0,0
29,16,106,3,0,0
75,15,178,0,0,0
94,22,120,1,0,0
38,9,37,1,0,0
38,21,44,2,0,0
46,17,11,1,2,0
64,20,9,0,0,0
29,1,267,1,1,0
75,13,44,1,3,0
58,4,199,0,0,0
36,5,160,1,3,0
29,19,277,0,2,0
40,0,88,0,1,0
22,14,170,0,0,0
43,2,280,0,0,0
80,20,232,0,0,0
69,18,155,1,0,0
27,23,45,0,3,0
56,17,7,0,0,0
40,14,219,0,2,0
28,17,138,1,0,0
89,0,105,0,1,0
65,13,131,0,0,0
33,16,31,0,0,0
63,19,42,1,0,0
64,7,46,3,2,0
65,23,4,0,0,1
86,7,85,0,0,0
42,16,180,0,5,0
94,0,164,1,0,0
54,6,216,0,0,0
80,22,131,0,0,0
46,13,183,0,0,0
75,20,46,1,1,0
48,23,223,1,0,0
85,5,74,0,0,0
58,16,139,0,0,0
67,13,238,0,0,0
61,6,59,1,1,0
26,14,27,1,0,0
76,7,250,1,0,0
44,23,213,2,0,0
76,15,31,1,1,0
20,9,85,0,0,0
24,8,252,1,0,0
33,18,108,0,0,0
66,1,247,0,0,0
49,7,284,0,1,0
61,10,22,1,0,0
36,3,111,2,1,0
20,17,200,0,1,0
77,17,210,0,1,0
52,1,122,0,0,0
46,4,103,0,0,0
92,13,62,0,1,0
87,12,112,0,0,0
62,7,274,1,0,0
44,10,29,1,1,0
86,21,82,0,1,0
52,7,101,0,1,0
36,14,202,0,0,0
34,5,69,0,1,0
52,16,34,0,0,0
94,10,211,1,2,0
47,6,178,1,3,0
65,1,47,1,0,0
74,2,206,0,0,0
34,17,192,3,0,0
32,23,70,1,2,0
31,20,39,1,4,0
31,19,4,0,0,1
62,22,176,0,0,0
55,13,250,1,0,0
80,8,57,0,0,0
92,7,2,0,1,1
28,23,212,1,5,0
65,17,27,0,0,0
43,11,13,0,0,0
84,11,227,0,0,0
42,9,147,0,0,0
78,8,139,0,0,0
43,1,291,1,0,0
51,23,297,0,0,0
26,20,187,1,2,0
57,10,262,0,0,0
92,21,231,0,0,0
24,9,21,1,0,0
47,7,142,0,0,0
83,4,43,0,0,0
47,21,167,3,0,0
85,4,112,0,0,0
75,8,76,0,0,0
72,10,295,1,0,0
31,11,179,0,1,0
94,4,190,0,0,0
94,5,202,2,0,0
94,0,89,0,0,0
54,15,116,0,0,0
61,23,268,0,0,0
23,13,193,1,0,0
43,23,218,0,0,0
31,13,164,2,0,0
25,23,13,0,0,0
41,12,275,0,0,0
56,11,101,3,0,0
66,22,247,0,0,0
80,6,159,2,0,0
43,5,221,1,0,0
27,22,155,1,1,0
94,8,83,1,1,0
75,20,53,0,1,0
31,15,149,3,0,0
90,8,24,0,0,0
88,13,278,1,0,0
56,8,103,0,0,0
48,3,240,1,0,0
67,8,98,2,0,0
33,7,242,3,0,0
89,13,170,0,1,0
68,4,34,2,0,0
32,15,162,3,0,0
55,9,231,0,0,0
88,2,155,0,0,0
89,8,71,3,0,0
38,2,90,2,0,0
33,18,282,1,0,0
84,18,277,0,0,0
82,0,145,0,2,0
30,21,241,0,0,0
81,18,218,0,3,0
78,14,168,1,0,0
49,18,240,0,4,0
29,6,231,0,0,0
58,23,163,0,0,0
83,0,218,0,0,0
25,23,250,0,0,0
76,15,149,2,1,0
42,7,6,1,0,0
22,11,32,0,3,0
62,23,140,0,0,0
19,5,82,2,0,0
59,9,142,0,0,0
55,13,198,1,0,0
20,4,258,1,0,0
63,3,151,0,0,0
39,22,146,2,0,0
50,13,2,2,5,1
49,16,194,1,1,0
34,0,173,1,0,0
73,16,117,1,0,0
20,19,246,0,0,0
87,8,180,2,0,0
66,15,215,2,0,0
72,2,109,0,0,0
94,9,230,0,0,0
48,16,184,0,5,0
38,15,176,0,4,0
33,0,66,0,0,0
34,18,180,1,0,0
18,14,16,0,0,0
89,6,107,0,0,0
82,7,242,3,0,0
83,3,150,0,0,0
54,11,107,1,0,0
41,1,191,0,0,0
79,6,16,0,0,0
38,5,187,1,1,0
54,1,40,2,0,0
52,6,153,0,0,0
55,1,169,0,0,0
70,3,11,3,0,1
32,15,12,0,0,0
59,5,134,0,0,0
21,9,238,0,0,0
56,22,219,0,3,0
40,13,161,0,0,0
32,2,238,2,0,0
29,13,175,2,0,0
87,10,297,0,0,0
71,10,88,0,1,0
55,20,279,1,0,0
45,10,36,0,5,0
36,3,248,0,0,0
86,4,216,0,0,0
81,5,274,0,0,0
21,21,263,2,0,0
27,13,168,1,0,0
29,6,68,1,0,0
86,5,212,0,0,0
24,13,252,0,0,0
61,21,167,0,1,0
40,15,25,0,0,0
19,3,127,3,0,1
54,17,84,1,0,0
86,6,69,1,0,0
37,22,167,0,0,0
61,18,180,0,0,0
87,13,253,1,0,0
91,14,113,0,0,0
68,20,237,2,1,0
48,5,92,1,0,0
58,9,26,3,1,0
75,2,129,0,0,0
22,12,267,0,1,0
50,18,1,1,1,1
60,20,14,0,0,0
36,17,193,0,3,0
49,2,138,0,3,0
20,21,184,1,0,0
18,2,99,1,0,0
58,16,117,0,0,0
65,22,89,1,0,0
56,6,50,1,0,0
22,1,280,1,0,0
94,4,66,0,0,0
28,8,260,0,0,0
39,2,227,0,5,0
81,7,114,0,1,0
29,3,242,0,0,0
70,2,143,1,0,0
72,17,232,0,0,0
70,14,34,0,1,0
38,10,40,0,0,0
36,4,166,0,0,0
86,15,107,1,0,0
89,23,213,1,0,0
83,18,68,1,2,0
76,3,21,1,0,0
66,21,287,3,5,0
76,10,116,0,0,0
40,11,202,0,0,0
20,4,82,0,0,0
73,9,116,0,0,0
75,9,146,1,1,0
79,18,123,1,0,0
35,4,205,0,0,0
78,4,177,3,0,1
54,3,45,0,0,0
71,23,192,1,0,0
82,3,270,1,0,0
31,1,193,1,0,0
22,2,79,0,3,0
79,3,173,2,0,0
18,7,127,0,2,0
80,8,226,2,0,0
84,21,164,0,0,0
37,7,167,3,4,0
60,11,74,1,0,0
59,9,57,1,1,0
86,4,205,1,0,0
91,4,287,1,4,0
56,23,25,0,0,0
79,14,149,1,0,0
65,19,264,2,0,0
23,2,136,1,0,0
91,1,146,0,0,0
59,14,273,1,0,0
75,12,295,0,0,0
60,23,74,0,4,0
27,11,123,1,0,0
56,13,140,0,5,1
30,11,276,0,0,0
92,14,298,0,0,0
56,20,255,3,0,0
28,21,293,3,4,0
33,12,272,3,0,0
50,2,271,2,0,0
77,14,61,2,0,0
76,19,188,0,2,0
91,17,129,0,3,0
68,5,18,1,0,0
32,14,224,0,0,0
60,11,224,0,0,0
44,1,103,0,0,0
73,4,57,2,0,0
77,16,287,3,0,0
87,12,117,0,1,0
64,12,129,1,4,0
25,3,88,0,1,0
80,15,125,0,0,0
24,7,289,2,0,0
19,2,90,1,0,0
34,19,254,0,2,0
21,1,101,0,0,0
43,20,147,1,1,0
89,2,46,0,1,0
86,10,139,0,0,0
22,10,126,1,0,0
22,9,126,1,0,0
86,22,259,2,0,0
20,10,147,1,0,0
55,16,163,0,0,0
18,6,110,1,0,0
25,0,180,0,3,0
30,19,243,0,1,0
87,14,153,1,0,0
67,6,84,0,0,0
25,3,203,0,0,0
47,22,144,1,0,0
57,2,26,0,1,0
91,19,245,0,3,0
50,2,133,0,0,0
90,19,1,0,0,1
69,9,253,1,0,0
50,2,152,1,1,0
90,4,20,0,0,0
54,19,230,0,0,0
87,18,177,0,1,0
86,20,143,0,0,0
21,9,217,0,2,0
77,8,47,0,1,0
91,10,166,1,1,0
48,0,13,1,1,0
31,19,55,1,4,0
94,12,48,1,0,0
77,22,213,2,0,0
85,3,195,0,0,0
43,23,231,0,0,0
41,22,103,0,5,0
73,20,267,1,0,0
26,9,180,0,1,0
52,3,90,0,2,0
41,7,110,0,1,0
48,16,121,0,0,0
83,1,290,2,4,0
83,20,221,1,0,0
58,6,25,1,0,0
53,2,22,0,0,0
51,20,102,0,0,0
56,10,143,1,0,0
40,17,219,0,1,0
61,5,1,0,0,1
87,21,255,1,1,0
75,19,41,0,0,0
76,13,83,1,3,0
43,12,189,2,1,0
39,1,53,1,4,0
57,15,238,1,4,0
28,23,160,0,0,0
26,7,39,0,0,0
29,14,217,0,1,0
43,12,281,0,0,0
55,0,209,0,0,0
20,1,139,2,0,0
32,3,117,0,0,0
64,12,164,2,0,0
22,11,294,0,1,0
71,11,134,1,0,0
41,0,108,1,0,0
28,5,233,0,3,0
50,10,27,0,0,0
91,15,67,0,1,0
74,1,138,0,0,0
69,2,122,0,3,0
81,10,266,2,0,0
60,8,55,1,0,0
61,6,31,0,0,0
53,3,134,1,0,0
29,9,230,0,0,0
73,0,79,1,5,0
20,12,3,0,5,1
67,3,34,0,0,0
46,12,47,1,0,0
94,21,19,3,0,0
33,23,286,0,0,0
57,10,162,0,0,0
44,14,85,1,0,0
87,12,97,0,0,0
59,3,81,2,1,0
74,5,162,1,0,0
27,1,232,1,3,0
55,1,98,1,0,0
25,5,211,1,0,0
35,2,124,1,1,0
34,19,129,0,4,0
75,10,161,1,0,0
83,14,37,1,0,0
61,20,50,2,0,0
91,8,3,1,1,1
26,20,163,1,0,0
65,20,144,2,0,0
56,6,218,2,0,0
23,14,35,0,1,0
47,21,229,2,0,0
91,9,104,0,0,0
35,10,297,0,0,0
60,22,174,0,0,0
50,1,133,1,0,0
70,13,188,1,0,0
73,15,50,1,0,0
36,8,18,1,0,0
86,21,177,3,0,0
43,15,280,0,0,0
46,0,158,1,4,0
41,1,15,1,4,0
23,6,210,0,0,0
71,11,144,0,3,0
56,17,146,1,3,0
21,5,219,1,0,0
75,1,1,0,0,1
65,13,251,0,1,0
77,15,167,1,0,0
43,9,137,0,2,0
94,4,117,0,1,0
57,21,167,1,2,0
94,15,227,0,0,0
73,6,163,1,0,0
56,14,161,1,2,0
56,12,79,1,0,0
65,16,192,1,1,0
42,17,201,2,0,0
51,17,283,0,0,0
38,16,150,1,0,0
42,2,103,1,0,0
39,11,170,0,1,0
40,5,237,2,1,0
42,11,96,3,0,0
43,10,104,0,3,0
47,8,81,1,0,0
55,18,239,3,0,0
51,18,287,2,0,0
94,1,200,2,4,0
90,12,133,2,1,0
32,17,284,0,0,0
61,22,132,0,0,0
27,3,112,0,1,0
54,21,285,0,0,0
24,23,106,1,1,0
49,13,247,0,3,0
28,13,43,0,0,0
65,4,63,0,0,0
85,18,259,1,0,0
65,1,249,0,0,0
62,15,220,0,0,0
50,5,210,2,0,0
21,10,85,1,0,0
64,11,172,0,0,0
70,23,14,0,0,0
48,12,18,1,0,0
48,9,173,1,0,0
44,13,153,1,1,0
65,3,54,0,0,0
53,1,130,0,0,0
66,18,33,0,0,0
48,18,229,2,1,0
61,14,299,0,0,0
76,8,128,1,1,0
40,3,223,0,0,0
85,21,262,2,3,0
59,12,54,0,5,0
59,8,221,0,1,0
30,11,111,0,0,0
18,13,58,0,0,0
93,23,229,1,2,0
70,11,115,3,0,0
57,21,261,0,0,0
63,12,246,0,0,0
39,17,175,1,0,0
69,4,250,0,0,0
45,18,48,0,1,0
70,2,287,3,0,1
80,16,208,0,5,0
34,19,207,0,3,0
81,6,177,2,2,0
23,2,293,1,0,0
31,6,19,1,0,0
34,5,73,1,2,0
55,13,32,0,0,0
86,0,276,1,1,0
30,13,236,1,0,0
70,20,139,1,0,0
26,21,162,1,0,0
61,10,96,2,0,0
43,8,53,0,4,0
94,9,177,0,0,0
36,21,96,0,2,0
65,10,68,0,3,0
47,23,182,0,4,0
49,17,254,0,0,0
93,16,253,1,4,0
92,13,164,0,1,0
86,16,52,1,0,0
28,6,99,0,0,0
43,7,124,0,1,0
43,7,21,0,0,0
34,18,84,0,0,0
61,4,160,0,3,0
40,6,161,2,0,0
42,12,239,0,0,0
54,14,129,1,0,0
93,13,245,1,2,0
82,20,271,0,0,0
19,14,1,2,0,1
91,13,275,1,2,0
49,12,150,1,1,0
91,19,26,1,0,0
72,3,262,2,1,0
67,21,253,1,0,0
82,8,194,0,0,0
49,13,175,1,0,0
54,16,46,3,0,0
93,0,277,1,0,0
30,0,233,2,0,0
71,3,26,0,2,0
20,19,249,1,0,0
59,7,260,1,0,0
57,4,196,0,0,0
91,13,181,0,0,0
83,19,29,0,0,0
77,23,280,1,1,0
28,22,189,1,0,0
18,13,66,0,0,0
43,21,184,0,0,0
59,1,10,0,0,0
79,20,103,0,1,0
78,11,197,0,0,0
94,17,20,3,1,0
79,5,100,1,0,0
91,8,236,3,2,0
29,8,144,0,0,0
44,21,182,0,0,0
84,3,64,3,0,1
45,9,93,2,0,0
83,11,28,1,0,0
45,20,58,0,0,0
38,7,42,0,0,0
24,20,75,0,0,0
31,21,200,0,0,0
56,19,154,0,0,0
90,15,183,0,1,0
79,11,80,0,0,0
29,16,219,0,0,0
55,16,252,1,0,0
75,20,269,2,0,0
73,18,41,0,0,0
56,6,81,3,0,0
21,19,176,1,1,0
65,3,112,0,0,0
24,19,213,0,0,0
77,21,80,3,3,0
57,8,263,0,0,0
25,11,287,0,1,0
75,12,108,0,0,0
74,8,208,1,0,0
52,10,86,1,0,0
90,4,105,0,0,0
